Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
2282,-7.511450,2.083969,-10.580152,-0.099366,-0.935795,0.235108
2283,-6.137404,3.022901,-6.320610,-0.065186,-0.931644,0.213868
2284,-5.687022,2.274809,-6.557252,-0.066162,-0.924564,0.206788
2285,-4.740458,1.190840,-9.099236,-0.083008,-0.937259,0.219727
2286,-3.572519,0.000000,-13.015267,-0.093994,-0.933597,0.219972
2287,-2.053435,0.091603,-15.763359,-0.098145,-0.945316,0.216554
2288,1.534351,3.465649,-20.206105,-0.104981,-1.003422,0.241212
2289,1.862595,3.549618,-21.412214,-0.120362,-1.044926,0.252198
2290,0.412214,3.068702,-23.641221,-0.111084,-1.029545,0.265626
2291,-0.816794,3.862595,-26.412213,-0.111573,-1.036869,0.272462
2292,-1.961832,4.366412,-26.854961,-0.108155,-1.037357,0.281739
2293,-5.885496,7.473282,-13.923664,-0.072266,-1.007816,0.250733
2294,-7.519084,7.229007,-11.251908,-0.060547,-0.986576,0.262208
2295,-7.748091,6.763358,-9.374045,-0.038574,-0.973392,0.237306
2296,-7.656488,6.251908,-8.610687,-0.051270,-0.953129,0.216798
2297,-4.587786,4.816794,-6.992366,-0.056153,-0.951420,0.208497
2298,1.442748,-0.160305,-7.061068,-0.122071,-0.925541,0.208253
2299,3.534351,-0.427481,-8.213740,-0.148682,-0.932377,0.206300
2300,3.282443,-0.893130,-12.801527,-0.145020,-0.926029,0.209718
2301,4.221374,-0.854962,-14.473283,-0.139161,-0.946537,0.213624
2302,4.312977,-0.648855,-15.916031,-0.144776,-0.948246,0.221192
2303,2.473282,2.022901,-16.625954,-0.096924,-0.989994,0.244142
2304,1.450382,2.587786,-19.450382,-0.111329,-0.996342,0.231934
2305,-0.145038,3.152672,-23.618319,-0.106202,-1.000004,0.235108
2306,-2.068702,3.274809,-29.312976,-0.066895,-0.972172,0.223145
2307,-2.847328,6.175572,-34.038165,-0.042725,-0.968021,0.215821
2308,9.465648,9.847328,-27.167938,-0.059815,-0.965580,0.207764
2309,14.992366,9.679389,-24.282442,-0.082520,-0.991947,0.216309
2310,13.351145,8.885496,-28.114503,-0.097901,-0.978519,0.206544
2311,11.854961,8.709924,-31.061070,-0.107666,-0.956547,0.237061
2312,11.816793,9.145038,-29.496182,-0.083496,-0.934818,0.266603
2313,9.099236,3.740458,-22.022901,-0.047608,-0.980961,0.243653
2314,8.824428,1.305343,-17.030535,-0.053711,-0.978763,0.242433
2315,6.534351,-1.076336,-11.786260,-0.074951,-0.906742,0.250977
2316,1.152672,-1.748092,-2.442748,-0.056885,-0.878421,0.223634
2317,-1.145038,1.000000,12.251908,-0.040527,-0.837894,0.206055
2318,-8.809160,11.908396,48.564885,-0.099121,-0.892826,0.176758
2319,-7.190839,14.229008,60.183200,-0.092774,-0.898929,0.187989
2320,-5.404580,15.877862,72.580151,-0.060547,-0.919925,0.200196
2321,-5.687022,16.893129,79.725191,-0.031006,-0.957035,0.212891
2322,-6.687022,15.885495,79.595418,-0.019531,-0.986576,0.226807
2323,-12.755725,5.687022,43.030533,-0.077149,-1.040531,0.286134
2324,-13.000000,3.419847,30.618321,-0.091065,-1.037357,0.284669
2325,-13.465649,3.000000,21.167938,-0.082764,-1.029545,0.278321
2326,-13.801527,4.618320,15.389313,-0.067627,-1.020756,0.262208
2327,-15.053435,5.847328,12.839695,-0.066162,-1.011967,0.260255
2328,-18.297709,13.702290,9.328244,-0.108399,-0.941410,0.212891
2329,-17.587785,15.778625,9.992367,-0.089600,-0.928226,0.200684
2330,-17.190840,17.022901,13.709924,-0.052246,-0.922367,0.208253
2331,-17.351144,18.656487,20.961832,-0.039551,-0.908695,0.197999
2332,-17.091602,18.946566,23.977099,-0.049561,-0.924320,0.196534
2333,-16.297711,11.198472,9.580152,-0.057373,-0.960941,0.220216
2334,-15.366413,10.152671,2.541985,-0.075684,-1.001957,0.224122
2335,-15.893129,10.000000,3.572519,-0.104004,-0.988041,0.229981
2336,-15.404580,11.320611,3.030534,-0.112549,-0.946537,0.204102
2337,-15.221374,10.824427,5.763358,-0.120606,-0.934085,0.211915
2338,-7.679389,10.465649,6.656488,-0.180421,-0.943119,0.185792
2339,-5.267175,11.000000,4.664122,-0.174317,-0.940189,0.177735
2340,-4.587786,10.885496,1.885496,-0.168214,-0.934818,0.184571
2341,-4.167938,10.022900,-1.053435,-0.144776,-0.947025,0.196534
2342,-3.419847,9.274809,-3.427481,-0.118409,-0.968509,0.191407
2343,-3.801527,2.145038,-16.427481,-0.095703,-1.012211,0.240724
2344,-4.656488,0.206107,-19.473282,-0.105225,-1.011478,0.243653
2345,-4.656488,-0.480916,-21.603053,-0.126954,-1.015629,0.227784
2346,-5.442748,-1.274809,-23.702290,-0.127442,-1.009769,0.226807
2347,-5.633588,-2.038168,-26.053434,-0.120362,-0.994144,0.224122
2348,-3.854962,-3.404580,-29.870230,-0.058594,-0.949466,0.204591
2349,-2.480916,-2.893130,-25.885496,-0.063477,-0.944828,0.172852
2350,-1.305343,-1.916030,-23.122137,-0.074219,-0.938724,0.168702
2351,-1.381679,0.877863,-15.732823,-0.056153,-0.945316,0.166016
2352,-1.824427,3.083969,-10.526717,-0.089844,-0.930423,0.154542
2353,0.389313,7.717557,-1.167939,-0.117920,-0.970951,0.185792
2354,-0.137405,7.389313,0.488550,-0.104981,-0.996830,0.191407
2355,-1.267176,7.076336,1.030534,-0.098877,-1.019047,0.195557
2356,-2.450382,6.732824,-0.740458,-0.097168,-1.021244,0.192872
2357,-3.183206,5.854962,-1.664122,-0.064209,-0.997074,0.196290
2358,-3.236641,5.221374,-1.290076,-0.052246,-0.982670,0.192384
2359,0.664122,4.030534,3.832061,-0.032715,-0.957035,0.165284
2360,2.374046,3.526718,3.335878,-0.038330,-0.962406,0.154542
2361,3.137405,2.809160,1.412214,-0.036621,-0.958744,0.145264
2362,4.068702,1.992366,-0.557252,-0.043213,-0.950687,0.139405
2363,4.938932,1.282443,-1.854962,-0.046875,-0.947757,0.142090
2364,5.763358,0.198473,-3.595420,-0.069092,-0.950199,0.143311
2365,8.694657,-6.809160,-17.412215,-0.098877,-0.997562,0.180909
2366,7.587786,-7.694656,-20.549618,-0.109375,-1.005863,0.182862
2367,6.412214,-7.916030,-22.129770,-0.100830,-1.000492,0.190186
2368,5.664122,-6.977099,-21.450381,-0.093506,-0.996342,0.196046
2369,5.442748,-5.450382,-19.702290,-0.091797,-0.976322,0.190919
2370,6.458016,-2.076336,-13.740458,-0.083252,-0.968021,0.174561
2371,6.427481,-1.732824,-12.229008,-0.078369,-0.958011,0.177491
2372,6.656488,-1.648855,-11.557252,-0.082764,-0.953129,0.176026
2373,6.916030,-2.541985,-11.709924,-0.077149,-0.953129,0.170899
2374,7.725191,-3.893130,-13.190839,-0.081055,-0.949222,0.171143
2375,10.282442,-6.519084,-21.916031,-0.138428,-0.978763,0.229737
2376,9.610687,-6.221374,-22.992367,-0.141114,-1.006351,0.243165
2377,7.755725,-4.412214,-21.862594,-0.135987,-1.020268,0.240235
2378,6.694656,-2.022901,-17.549618,-0.116211,-1.011723,0.250001
2379,5.519084,0.328244,-12.290076,-0.106690,-0.995365,0.245851
2380,5.473282,4.961832,1.641221,-0.013672,-0.962894,0.221681
2381,5.717557,4.992366,5.946565,-0.009522,-0.949222,0.213624
2382,6.511450,4.320610,8.778625,-0.015381,-0.957035,0.212159
2383,7.366412,2.786260,8.435115,-0.030762,-0.953617,0.209962
2384,8.480916,0.465649,5.351145,-0.045654,-0.953373,0.226807
2385,9.458016,-1.946565,-0.259542,-0.061524,-0.969974,0.236817
2386,7.549618,-7.389313,-14.068702,-0.138917,-1.020756,0.253175
2387,6.977099,-8.053435,-18.206106,-0.140381,-1.011478,0.250245
2388,7.106870,-7.503817,-20.068702,-0.133057,-1.023930,0.254884
2389,7.183206,-6.122138,-19.274809,-0.128174,-1.019779,0.244142
2390,6.702290,-4.251908,-16.732824,-0.102539,-1.000248,0.247315
2391,7.664122,0.351145,-10.320610,-0.041748,-0.958256,0.202637
2392,8.984732,0.633588,-10.343511,-0.025147,-0.960209,0.206788
2393,10.137404,-0.183206,-11.206107,-0.022217,-0.963138,0.211915
2394,11.282443,-1.129771,-13.534351,-0.014893,-0.963627,0.210694
2395,11.236640,-2.381679,-16.412214,-0.003662,-0.961673,0.208253
2396,10.496183,-7.694656,-23.633586,0.047119,-0.974613,0.218018
2397,10.618320,-7.152672,-20.816793,0.032715,-0.963871,0.204346
2398,10.694656,-6.366412,-15.931297,0.019287,-0.974125,0.200196
2399,9.603053,-4.702290,-7.938931,0.007324,-0.973148,0.210206
2400,8.916031,-3.633588,-3.427481,-0.003906,-0.969974,0.194581
2401,8.213740,-2.793893,2.106870,-0.011231,-0.944828,0.204102
2402,8.236641,-2.282443,2.541985,-0.013672,-0.938968,0.205567
2403,8.969465,-2.068702,3.694656,-0.008545,-0.948490,0.198731
2404,9.603053,-2.778626,4.198473,-0.026856,-0.931888,0.194581
2405,8.450381,-3.015267,3.809160,-0.050781,-0.932132,0.201661
2406,10.259542,-4.000000,-0.145038,-0.083008,-0.925785,0.221436
2407,12.419848,-6.007634,-4.290076,-0.024414,-0.980717,0.270265
2408,10.801527,-4.870229,-0.458015,-0.024658,-0.984623,0.259034
2409,8.946564,-3.335878,3.389313,-0.010254,-0.959965,0.252198
2410,7.984733,-1.763359,7.122137,-0.004639,-0.950931,0.244630
2411,8.114504,-0.290076,10.923664,0.007080,-0.932132,0.229737
2412,10.801527,-0.152672,7.603053,-0.059326,-0.922855,0.257081
2413,11.343511,-1.648855,3.083969,-0.056641,-0.956547,0.264405
2414,11.267176,-2.687023,-0.396947,-0.045166,-0.951420,0.257081
2415,10.770992,-4.877862,-5.022901,-0.039063,-0.946781,0.248048
2416,10.603053,-6.145038,-7.854962,-0.020508,-0.944339,0.256349
2417,11.374045,-8.129771,-6.603053,-0.040039,-0.955570,0.249513
2418,10.832061,-7.694656,-7.061068,-0.064453,-0.960697,0.247560
2419,10.618320,-7.129771,-8.106870,-0.096436,-0.958500,0.248048
2420,10.465649,-5.572519,-9.213740,-0.114258,-0.959232,0.241700
2421,10.877862,-3.755725,-9.358779,-0.119873,-0.943363,0.250733
2422,12.343512,-0.274809,-4.755725,0.010010,-0.958256,0.239259
2423,11.755724,0.190840,-2.435115,-0.006348,-0.970707,0.262208
2424,10.709923,0.778626,-1.442748,-0.022705,-0.985844,0.271241
2425,9.916031,1.251908,-1.763359,-0.026611,-0.989506,0.284913
2426,9.068702,0.717557,-2.679389,-0.015381,-0.992924,0.293214
2427,7.610687,0.030534,-2.129771,0.018555,-0.997806,0.305665
2428,2.053435,1.335878,8.717556,-0.024658,-0.993656,0.314943
2429,1.213740,2.374046,11.251908,-0.040283,-0.977299,0.301515
2430,0.740458,3.282443,14.923664,-0.026367,-0.968265,0.280274
2431,-0.389313,4.541984,20.839694,-0.008545,-0.977787,0.291261
2432,-1.664122,4.824428,25.999999,0.006348,-0.987064,0.286866
2433,-2.427481,4.969465,31.099238,0.012207,-1.016850,0.302003
2434,-1.755725,3.236641,22.923663,-0.069824,-0.933841,0.287355
2435,-0.183206,1.786260,19.183206,-0.065186,-0.918216,0.279542
2436,0.152672,1.244275,14.923664,-0.076172,-0.927005,0.286134
2437,0.389313,-0.259542,10.748091,-0.086914,-0.928714,0.276856
2438,-5.755725,0.526718,11.916031,-0.065430,-0.934574,0.283937
2439,8.236641,2.923664,8.480916,-0.032471,-0.917972,0.291017
2440,6.763358,2.000000,4.526718,-0.026856,-0.936527,0.276368
2441,3.015267,2.312977,0.839695,-0.033936,-0.917484,0.292726
2442,2.633588,3.442748,1.977099,-0.033692,-0.992435,0.317140
2443,4.328244,5.801526,6.694656,-0.073975,-0.966556,0.330079
2444,3.068702,2.564885,3.160305,-0.067139,-0.963138,0.309083
2445,2.465649,-1.755725,-14.893128,-0.088379,-0.992679,0.336671
2446,-4.488550,-3.114504,-16.564885,-0.124512,-0.996830,0.332032
2447,-3.725191,-3.259542,-17.885496,-0.092530,-1.015140,0.317628
2448,0.465649,-2.007634,-18.687023,-0.051758,-0.984379,0.316896
2449,1.778626,-1.419847,-19.175573,-0.043701,-0.970463,0.322755
2450,-3.832061,-1.519084,-20.305343,-0.060059,-0.978275,0.314943
2451,-2.000000,-0.755725,-20.129769,-0.037110,-0.962894,0.302003
2452,-2.129771,-0.404580,-19.931298,-0.034912,-0.946537,0.294191
2453,-3.473282,-0.541985,-20.572519,-0.023193,-0.933597,0.272706
2454,-4.091603,-0.511450,-20.435113,0.000000,-0.942875,0.273194
2455,-3.778626,4.541984,-5.404580,0.013916,-0.901859,0.260011
2456,-3.274809,6.091603,-1.374046,0.008789,-0.907962,0.245851
2457,-2.190840,7.267175,1.519084,0.013428,-0.915042,0.239991
2458,-1.122137,7.122137,2.893130,0.002930,-0.921634,0.251954
2459,-0.312977,6.167939,2.183206,0.010010,-0.925052,0.258058
2460,-0.114504,4.427481,0.198473,0.008301,-0.936039,0.255372
2461,0.404580,-2.343511,-11.274808,-0.061768,-0.996586,0.271974
2462,0.091603,-2.419847,-12.809160,-0.070801,-0.997806,0.280030
2463,-0.938931,-2.099237,-13.946565,-0.081543,-0.998783,0.260255
2464,-1.396947,-1.702290,-15.038167,-0.076905,-1.003178,0.250733
2465,-1.549618,-0.824427,-15.977100,-0.071533,-0.989750,0.242921
2466,0.778626,2.587786,-23.022901,-0.021484,-0.936283,0.226319
2467,2.328244,2.992366,-23.496184,-0.006104,-0.918705,0.214845
2468,3.526718,2.290076,-24.549617,0.009522,-0.909183,0.218018
2469,5.267175,1.557252,-28.244273,0.026123,-0.911136,0.204591
2470,6.732824,-1.091603,-34.045802,0.034424,-0.936527,0.235108
2471,5.412214,-2.916031,-39.152673,0.050781,-0.933841,0.225098
2472,10.671756,-3.755725,-43.916029,0.052246,-0.984134,0.291749
2473,8.625954,-3.900763,-42.083968,0.058106,-0.981449,0.300294
2474,6.854962,-3.908397,-38.297710,0.075928,-0.987552,0.301271
2475,5.770992,-2.984733,-33.824428,0.080323,-0.990238,0.291505
2476,5.458015,-1.687023,-28.396945,0.068360,-1.003910,0.292726
2477,3.106870,3.045802,-10.389313,0.011475,-0.952396,0.277101
2478,3.381679,3.946565,-7.679389,0.001953,-0.945316,0.270265
2479,4.290076,4.480916,-4.709924,0.008057,-0.942386,0.259522
2480,5.015267,5.503816,-1.190840,0.021240,-0.948490,0.262452
2481,4.694656,6.877863,2.038168,0.031738,-0.962894,0.256349
2482,4.160305,7.312978,3.244275,0.027832,-0.961429,0.253419
2483,6.786259,10.267175,6.946564,0.065918,-0.928470,0.271974
2484,7.389313,10.580152,8.885496,0.056885,-0.876956,0.283448
2485,9.267176,8.519084,11.122137,0.043945,-0.896244,0.267579
2486,10.007633,5.007633,11.320611,0.018311,-0.906986,0.284669
2487,10.038168,1.961832,8.053435,-0.012940,-0.913578,0.300782
2488,9.145038,-0.816794,0.633588,-0.037842,-0.936039,0.316163
2489,7.946565,-4.938932,-17.038168,-0.023682,-0.945804,0.308351
2490,5.748092,-3.229008,-15.099236,-0.006592,-0.923832,0.286378
2491,5.870229,-2.175573,-12.977099,-0.013672,-0.921878,0.284913
2492,7.030534,0.068702,-11.320611,-0.000732,-0.920902,0.270753
2493,8.221374,2.259542,-10.091603,-0.003418,-0.913089,0.259767
2494,6.740458,9.832061,-4.213740,0.056641,-0.912845,0.260987
2495,7.496183,10.152671,-2.832061,0.075196,-0.911624,0.283937
2496,7.900763,10.526717,-1.595420,0.081299,-0.920414,0.295411
2497,7.969466,10.114503,-0.633588,0.077149,-0.936771,0.318605
2498,8.061069,8.732825,-0.412214,0.049317,-0.956791,0.315187
2499,7.580152,7.114504,-1.412214,0.027588,-0.980228,0.340089
2500,5.358779,2.442748,-4.267176,0.066162,-0.965580,0.343751
2501,5.526718,1.916030,-1.969466,0.060303,-0.957279,0.337648
2502,5.679389,1.458015,-0.213740,0.041504,-0.966068,0.347658
2503,5.717557,1.328244,-0.679389,-0.006836,-0.966801,0.334962
2504,6.221374,0.893130,-3.389313,-0.031250,-0.970463,0.338380
2505,6.740458,1.389313,-5.969466,-0.054932,-0.973148,0.333497
2506,7.137404,6.083970,-9.251908,0.031738,-0.936283,0.308351
2507,7.076336,8.312977,-6.908396,0.044678,-0.948246,0.303956
2508,6.885496,10.793893,-3.335878,0.051758,-0.940189,0.280274
2509,6.931298,13.687023,0.496183,0.063477,-0.926761,0.287843
2510,7.625954,15.358778,4.183206,0.058350,-0.913822,0.280274
2511,9.625955,16.305343,7.496183,0.080078,-0.911869,0.293458
2512,10.229007,10.664123,13.190839,0.076660,-0.950687,0.326661
2513,10.274809,6.694656,8.389313,0.031983,-0.985111,0.352540
2514,9.908397,2.748092,0.969466,-0.015381,-1.012699,0.378664
2515,9.793893,-0.977099,-6.740458,-0.023193,-1.044193,0.385988
2516,8.954199,-3.809160,-12.679389,-0.017822,-1.044437,0.386476
2517,7.480916,-4.572519,-14.931297,0.000488,-1.042729,0.380128
2518,2.267176,1.793893,-3.511450,0.021240,-0.983402,0.323243
2519,1.893130,3.763359,-1.862595,0.037598,-0.961673,0.298097
2520,1.549618,4.595420,-0.862595,0.066406,-0.929447,0.285401
2521,1.832061,5.396946,-0.633588,0.083252,-0.907718,0.272462
2522,2.908397,5.893130,0.641221,0.096436,-0.904056,0.260987
2523,3.931298,6.473282,2.938931,0.110108,-0.894290,0.272462
2524,7.374045,4.923664,3.832061,0.067139,-0.911869,0.298097
2525,8.580153,2.877863,0.511450,0.061768,-0.927494,0.300782
2526,9.786259,0.541985,-4.083969,0.057862,-0.929935,0.307130
2527,10.725191,-1.480916,-8.198473,0.057862,-0.958256,0.326417
2528,11.465648,-3.595420,-11.312976,0.046631,-0.968998,0.334718
2529,11.603053,-5.229008,-14.221374,0.031983,-0.979740,0.344728
2530,9.824427,-3.870229,-16.755726,-0.018311,-0.990726,0.343995
2531,9.007633,-1.717557,-13.404580,-0.006836,-0.966556,0.340333
2532,7.931298,0.137405,-8.694657,0.009522,-0.944828,0.329835
2533,7.473282,1.755725,-5.244275,0.022217,-0.936527,0.304689
2534,6.488549,2.587786,-3.877862,0.024902,-0.923099,0.313234
2535,6.534351,3.068702,-4.396946,0.048584,-0.912845,0.298341
2536,11.045801,-0.106870,-8.137404,0.099121,-0.864505,0.312013
2537,13.229007,-0.305343,-8.458015,0.088135,-0.891361,0.314454
2538,13.496183,-0.923664,-9.557251,0.072266,-0.902591,0.318605
2539,13.038168,-1.152672,-11.221374,0.063965,-0.916263,0.338868
2540,12.893129,-0.587786,-10.839695,0.059571,-0.944828,0.353273
2541,9.167939,1.038168,-4.206106,0.021973,-1.014896,0.406007
2542,7.969466,0.854962,-2.503817,0.024658,-1.016605,0.404787
2543,6.450382,0.465649,-2.946565,0.022461,-1.005375,0.410158
2544,5.519084,-0.343511,-4.633588,0.001465,-1.006107,0.389162
2545,4.503816,-1.725191,-6.022900,0.005859,-0.986576,0.394533
2546,3.709924,-2.213740,-8.213740,0.002197,-0.977543,0.366701
2547,0.839695,-2.847328,-10.809160,0.025635,-0.941898,0.349611
2548,0.015267,-2.801527,-12.839695,0.039551,-0.915775,0.348390
2549,-0.328244,-2.572519,-14.343512,0.058350,-0.902591,0.320314
2550,-0.061069,-2.786260,-14.267176,0.074219,-0.896488,0.317872
2551,-0.450382,-2.671756,-13.137404,0.087159,-0.894535,0.301759
2552,-0.801527,4.854962,4.328244,0.068115,-0.886722,0.283448
2553,0.885496,6.694656,6.740458,0.065430,-0.884281,0.290284
2554,2.480916,7.664122,8.488549,0.057373,-0.901859,0.299318
2555,3.702290,7.832061,8.656489,0.053223,-0.921146,0.330079
2556,4.862596,7.236642,7.000000,0.049072,-0.960697,0.334718
2557,5.541984,6.045802,4.045801,0.045654,-0.979252,0.358400
2558,5.427480,2.251908,0.679389,0.045899,-0.975101,0.369874
2559,4.442748,1.389313,7.885496,0.096436,-1.007328,0.368165
2560,2.984733,3.076336,13.000000,0.069336,-0.963627,0.362550
2561,1.916030,2.274809,7.839694,0.012695,-0.918705,0.352296
2562,4.664122,5.351145,7.030534,0.007813,-0.931156,0.328859
2563,7.870229,7.015267,11.496183,0.008789,-0.903080,0.317872
2564,5.312977,1.984733,1.740458,0.107666,-0.904544,0.316407
2565,7.511450,0.969466,0.160305,0.114014,-0.913089,0.322267
2566,7.893130,-0.229008,-3.030534,0.107178,-0.897220,0.333253
2567,7.977099,-2.045802,-6.595420,0.097657,-0.915287,0.332521
2568,8.320611,-2.732824,-8.778625,0.083252,-0.928714,0.345216
2569,7.954198,-2.816794,-9.389312,0.057862,-0.946781,0.353517
2570,6.251908,0.396947,-4.007634,0.041016,-0.954105,0.345460
2571,3.526718,0.946565,-2.503817,0.038819,-0.962894,0.372804
2572,5.221374,2.152672,0.969466,0.052246,-0.953617,0.345704
2573,5.984733,2.809160,0.541985,0.041992,-0.935795,0.352296
2574,5.114504,1.801527,-1.106870,0.042236,-0.912357,0.354738
2575,5.007633,-0.015267,-3.778626,0.047363,-0.907962,0.337892
2576,9.511451,-0.946565,-11.038168,0.027100,-0.930912,0.366945
2577,9.679389,0.091603,-9.282443,0.041260,-0.933109,0.374025
2578,8.908396,1.137404,-7.419847,0.060303,-0.933109,0.384523
2579,7.816794,1.992366,-4.412214,0.075928,-0.931400,0.385499
2580,7.656488,2.534351,-2.312977,0.079102,-0.935306,0.385499
2581,7.442748,2.167939,-1.305343,0.073731,-0.939701,0.378419
2582,6.396946,0.145038,-5.022901,0.044678,-0.952152,0.385744
2583,5.526718,-0.206107,-4.519084,0.051026,-0.943851,0.394533
2584,4.190840,-1.381679,-4.648855,0.062256,-0.938724,0.371339
2585,3.694656,-1.893130,-4.328244,0.064453,-0.954349,0.378419
2586,2.687023,-2.175573,-4.625954,0.068115,-0.948978,0.364503
2587,1.229008,-0.725191,-1.580153,0.086670,-0.951420,0.362794
2588,-3.320611,12.679389,26.198473,0.086182,-0.920902,0.335206
2589,-3.503817,15.106871,29.694657,0.083496,-0.921390,0.331056
2590,-2.893130,16.725192,31.335876,0.093262,-0.921390,0.335206
2591,-1.709924,16.641221,30.198472,0.092286,-0.928959,0.340822
2592,0.152672,15.702291,26.099237,0.080078,-0.932377,0.349611
2593,2.366412,5.656488,11.496183,0.070069,-0.955570,0.407960
2594,2.038168,3.480916,9.305344,0.052246,-0.965091,0.421632
2595,1.572519,1.381679,6.015267,0.027588,-0.981449,0.418459
2596,1.335878,-0.198473,3.763359,0.025391,-0.988529,0.411134
2597,-0.068702,-0.839695,1.977099,-0.009522,-0.985599,0.412599
2598,-1.015267,-0.885496,0.824427,-0.026367,-0.978275,0.397462
2599,-5.870229,1.068702,-4.328244,-0.005859,-0.919681,0.347413
2600,-5.725190,0.511450,-8.068702,0.031983,-0.920414,0.342042
2601,-5.305343,0.038168,-10.793893,0.051758,-0.909916,0.329347
2602,-4.091603,-0.358779,-12.610687,0.058838,-0.899173,0.312013
2603,-3.122137,-0.152672,-13.931297,0.062989,-0.896244,0.300538
2604,-0.458015,3.480916,-8.488549,0.105469,-0.889896,0.312745
2605,-0.244275,4.977099,-3.236641,0.105225,-0.895267,0.325929
2606,0.480916,5.503816,0.343511,0.102539,-0.900882,0.333741
2607,1.061069,5.038168,1.694656,0.097168,-0.922611,0.334474
2608,0.923664,4.664122,1.328244,0.092041,-0.927738,0.342286
2609,0.816794,3.435114,0.015267,0.097657,-0.929203,0.349367
2610,2.442748,0.877863,-1.770992,0.057373,-0.927982,0.343019
2611,3.061069,-0.618321,-4.564886,0.033447,-0.923099,0.336183
2612,3.114504,-1.641221,-7.480916,0.009766,-0.926517,0.330079
2613,4.877862,-1.732824,-9.236641,0.002197,-0.921390,0.321046
2614,4.969465,-0.618321,-9.969465,0.002686,-0.907230,0.318605
2615,4.732824,-0.412214,-10.038168,0.031250,-0.895511,0.315919
2616,7.450381,5.312977,1.068702,0.074707,-0.903324,0.289796
2617,8.763359,7.702290,2.877863,0.078125,-0.895267,0.328370
2618,8.435115,6.664122,-0.099237,0.059082,-0.889163,0.339113
2619,7.167939,4.923664,-3.900763,0.053711,-0.927738,0.364015
2620,9.389312,4.076336,-6.236641,0.052246,-0.962650,0.379640
2621,10.015267,3.068702,-8.763359,0.064209,-0.985599,0.396242
2622,2.847328,1.900763,-7.656488,0.084961,-0.974125,0.432619
2623,0.870229,1.305343,-5.793893,0.078369,-0.963871,0.416994
2624,0.114504,0.236641,-6.190840,0.070801,-0.953861,0.404787
2625,0.694656,-2.030534,-10.412213,0.064698,-0.946537,0.405763
2626,2.007634,-5.000000,-17.358777,0.058838,-0.949955,0.389650
2627,0.717557,-9.969465,-29.496182,0.052979,-0.937259,0.411134
2628,10.679389,-12.122137,-40.603053,0.058350,-0.916019,0.352052
2629,10.206107,-10.801527,-39.106869,0.059082,-0.904789,0.364747
2630,10.687023,-8.572519,-35.419844,0.075440,-0.903812,0.357423
2631,11.419847,-5.145038,-28.931298,0.097412,-0.900150,0.363283
2632,11.503816,-2.274809,-20.946566,0.116944,-0.892581,0.354738
2633,7.259542,7.282442,15.786259,0.142823,-0.886234,0.374513
2634,6.465649,7.557252,16.755726,0.089356,-0.862064,0.351808
2635,6.290076,7.694656,19.145039,0.074219,-0.875492,0.384035
2636,5.625954,7.198474,19.511449,0.070801,-0.858646,0.386720
2637,5.755725,4.511450,14.992366,0.052490,-0.861331,0.367921
2638,7.053435,0.778626,9.114504,0.049072,-0.892826,0.381593
2639,6.061068,-6.992366,-9.358779,0.031494,-0.984623,0.407716
2640,3.320611,-4.229008,-5.122137,0.039307,-0.989262,0.422853
2641,0.603053,-0.725191,1.259542,0.027588,-0.972660,0.417238
2642,-3.519084,3.618321,8.458015,0.018799,-0.971439,0.411623
2643,-6.328244,8.816793,15.610687,0.015869,-0.958744,0.395998
2644,-8.702290,13.053435,20.992366,0.024658,-0.955082,0.384767
2645,-7.648855,21.137405,38.557251,0.171387,-0.891361,0.353273
2646,-5.877862,20.442749,38.648854,0.183594,-0.887943,0.350831
2647,-6.053435,19.564885,39.290075,0.172120,-0.880863,0.356202
2648,-2.236641,12.793893,33.641219,0.158936,-0.895023,0.358400
2649,2.450382,9.412213,25.183206,0.146973,-0.895511,0.357179
2650,2.625954,1.030534,7.900763,0.070069,-0.991703,0.393800
2651,1.526717,2.366412,9.633587,0.043457,-0.988285,0.395753
2652,-1.000000,4.160305,10.854961,0.026611,-0.994144,0.405519
2653,-3.580153,6.977099,12.656488,0.022217,-0.992679,0.401613
2654,-5.175572,9.809160,14.832061,0.010498,-0.975834,0.397218
2655,-6.816794,11.190840,15.526717,0.007568,-0.958011,0.384523
2656,-7.221374,7.587786,6.137404,0.078858,-0.894046,0.363283
2657,-5.725190,5.358779,3.656489,0.081543,-0.878910,0.354249
2658,-4.671756,2.282443,0.893130,0.071045,-0.874759,0.354494
2659,-3.381679,-0.954198,-2.832061,0.061035,-0.878910,0.362550
2660,-1.961832,-4.068702,-7.923664,0.065186,-0.891849,0.366456
2661,-0.450382,-7.175572,-13.053435,0.053223,-0.894535,0.359132
2662,1.435115,-7.045802,-13.221375,0.053955,-0.917240,0.354494
2663,0.488550,-1.656489,-6.320610,0.069092,-0.906009,0.367433
2664,-1.396947,0.541985,-0.564886,0.021484,-0.927250,0.364992
2665,3.755725,3.106870,3.503817,0.024414,-0.913578,0.339357
2666,1.694656,7.259542,5.076336,0.011963,-0.922855,0.377443
2667,2.045802,5.480916,2.412214,0.019531,-0.921878,0.353029
2668,1.290076,5.007633,-2.900763,0.051026,-0.918216,0.387941
2669,1.541985,4.106870,-3.618321,0.061280,-0.919193,0.381349
