Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
758,-0.213740,13.320610,2.572519,-0.183839,-0.999271,-0.053955
759,-1.343511,13.106871,4.465649,-0.189210,-1.001224,-0.062744
760,-2.961832,13.290076,6.893130,-0.195802,-0.988041,-0.073242
761,-2.526718,13.236641,5.511450,-0.194825,-0.972172,-0.077881
762,-2.480916,13.374045,4.473282,-0.191407,-0.971439,-0.086182
763,-2.519084,13.290076,3.770992,-0.186280,-0.971683,-0.083008
764,-2.954198,12.954199,4.137405,-0.182862,-0.967289,-0.088623
765,-1.687023,12.412213,3.648855,-0.203370,-0.952640,-0.090821
766,-0.671756,12.251908,1.465649,-0.199952,-0.959720,-0.100586
767,0.511450,11.916031,-0.366412,-0.199219,-0.949711,-0.076172
768,1.419847,11.465648,-1.816794,-0.191895,-0.945804,-0.087159
769,3.007634,11.007633,-2.709924,-0.186524,-0.950931,-0.081055
770,5.557252,7.801527,-2.274809,-0.179688,-0.975101,-0.070069
771,6.030534,7.259542,-2.541985,-0.187501,-0.985599,-0.068360
772,6.183206,6.740458,-2.786260,-0.196290,-0.979252,-0.073487
773,6.412214,5.854962,-3.595420,-0.195802,-0.986576,-0.068115
774,6.267176,5.083969,-3.496183,-0.189454,-0.991459,-0.063721
775,5.938931,4.923664,-3.755725,-0.209718,-0.988285,-0.064942
776,4.175573,4.740458,-6.351145,-0.226075,-1.022221,-0.080811
777,3.648855,5.404580,-8.328244,-0.237061,-1.019291,-0.063965
778,3.374046,5.954198,-7.480916,-0.230714,-1.021488,-0.060791
779,2.534351,6.381680,-5.839694,-0.215577,-1.024418,-0.065918
780,1.633588,6.755725,-3.992366,-0.216309,-1.020756,-0.073242
781,0.961832,6.969466,-2.923664,-0.210938,-1.002201,-0.059815
782,-0.923664,6.122138,2.587786,-0.211671,-0.978275,-0.074463
783,-0.381679,6.297710,2.183206,-0.212159,-0.979252,-0.064698
784,-0.488550,5.885496,2.923664,-0.202637,-0.982914,-0.070069
785,-0.580153,5.458015,3.244275,-0.209229,-0.986820,-0.074707
786,-0.740458,5.396946,1.809160,-0.225831,-0.976078,-0.080567
787,-0.656489,5.877862,0.717557,-0.237061,-0.970463,-0.077149
788,-1.732824,8.480916,3.832061,-0.215089,-0.957523,-0.097412
789,-2.557252,9.183206,4.015267,-0.232667,-0.949711,-0.102295
790,-2.076336,10.045801,4.641222,-0.227540,-0.942142,-0.099121
791,-1.572519,10.641221,4.358778,-0.236329,-0.933597,-0.107666
792,-0.496183,11.534351,3.183206,-0.233888,-0.925052,-0.106934
793,0.870229,12.412213,2.221374,-0.221436,-0.926517,-0.109620
794,3.000000,12.106870,0.740458,-0.183594,-0.959232,-0.094971
795,2.656489,11.732824,1.648855,-0.161378,-0.962894,-0.095948
796,2.931298,11.236640,3.122137,-0.150635,-0.970463,-0.087647
797,2.847328,10.381679,4.595420,-0.146973,-0.975101,-0.093018
798,2.557252,9.335877,5.801526,-0.144288,-0.977054,-0.080567
799,2.526718,8.412213,6.213740,-0.154542,-0.976078,-0.087891
800,2.877863,6.244275,4.824428,-0.175538,-0.968509,-0.093506
801,2.847328,5.755725,4.870229,-0.174073,-0.967289,-0.089600
802,2.824427,5.610687,5.183206,-0.180665,-0.963383,-0.087159
803,2.969466,5.129771,5.679389,-0.179932,-0.950687,-0.089600
804,3.038168,4.992366,5.816794,-0.180176,-0.941410,-0.095459
805,3.488550,4.885496,5.793893,-0.187257,-0.945316,-0.105957
806,5.183206,4.931297,0.175573,-0.224854,-0.965091,-0.092774
807,5.564885,4.770992,-0.961832,-0.211915,-0.966556,-0.099121
808,5.312977,4.877862,0.328244,-0.215577,-0.971439,-0.084473
809,4.732824,4.618320,1.282443,-0.222169,-0.967289,-0.101319
810,4.282442,5.190840,2.839695,-0.222901,-0.955814,-0.093994
811,4.053435,5.854962,4.496183,-0.235108,-0.951175,-0.099121
812,5.519084,6.183206,8.603053,-0.195557,-0.957279,-0.082276
813,5.526718,6.198473,6.458016,-0.206544,-0.977054,-0.072266
814,5.374046,5.923664,3.549618,-0.204346,-0.982914,-0.072998
815,5.358779,5.526718,1.671756,-0.192628,-0.976810,-0.066895
816,5.129771,4.480916,1.870229,-0.190675,-0.980472,-0.065186
817,4.908397,3.496183,3.351145,-0.190186,-0.989262,-0.062500
818,4.076336,1.862595,1.480916,-0.192139,-1.000004,-0.064698
819,3.656489,1.076336,1.847328,-0.191407,-0.999027,-0.063477
820,2.900763,0.236641,2.496183,-0.193604,-1.000736,-0.065186
821,2.015267,-0.519084,3.381679,-0.199219,-0.992435,-0.066651
822,1.618321,-0.801527,4.282442,-0.212159,-0.989994,-0.063721
823,0.877863,-0.778626,3.480916,-0.206544,-0.981693,-0.061768
824,2.374046,1.083969,4.137405,-0.248780,-0.981449,-0.083252
825,0.404580,2.473282,6.129771,-0.249513,-0.960697,-0.091553
826,-0.290076,3.656489,6.267176,-0.260499,-0.958500,-0.089844
827,-0.167939,4.816794,6.221374,-0.266358,-0.957523,-0.082520
828,0.740458,5.938931,5.618320,-0.258302,-0.959232,-0.077881
829,1.244275,7.221374,1.687023,-0.267579,-0.950931,-0.085938
830,3.221374,8.877863,0.099237,-0.247071,-0.972172,-0.086670
831,3.427481,9.030535,-0.465649,-0.244874,-0.972904,-0.081787
832,3.549618,8.809160,-1.961832,-0.235108,-0.962650,-0.067383
833,2.748092,9.000000,-6.870229,-0.215577,-0.923343,-0.060547
834,5.954198,8.274809,-6.396946,-0.213136,-0.986332,-0.063965
835,5.427480,6.816794,-8.816793,-0.205323,-0.990726,-0.041748
836,3.175573,5.442748,-14.366411,-0.222901,-0.990482,-0.064698
837,6.717557,2.740458,-11.694656,-0.196778,-1.040775,-0.071778
838,6.511450,1.358779,-8.824428,-0.190919,-1.008549,-0.069092
839,4.358778,2.137405,-8.229008,-0.186036,-0.982426,-0.052490
840,3.839695,0.282443,-12.870229,-0.202882,-0.991215,-0.093018
841,4.068702,-3.320611,-4.213740,-0.180421,-1.055668,-0.067383
842,-1.061069,-8.595420,-2.557252,-0.184571,-0.985111,-0.071045
843,0.893130,-8.396947,-2.198473,-0.221681,-0.979984,-0.095703
844,1.167939,-8.099237,-2.412214,-0.256837,-0.965580,-0.108887
845,0.519084,-8.641221,0.229008,-0.246095,-0.974369,-0.112305
846,-0.786260,-7.786259,1.053435,-0.226075,-0.947269,-0.145020
847,-1.229008,-6.984732,-1.534351,-0.215577,-0.924564,-0.147461
848,3.938931,-2.564885,-8.961832,-0.168702,-0.902591,-0.117432
849,3.778626,-2.557252,-9.145038,-0.143555,-0.915042,-0.114991
850,3.519084,-3.244275,-7.312978,-0.132325,-0.942386,-0.108399
851,2.801527,-4.480916,-4.801526,-0.132081,-0.947025,-0.108155
852,2.580153,-5.717557,-3.122137,-0.121338,-0.966556,-0.087891
853,2.801527,-11.167939,-5.282443,-0.146973,-0.963871,-0.076660
854,3.496183,-12.671755,-6.427481,-0.142579,-0.970951,-0.069092
855,4.587786,-14.030534,-7.778626,-0.145264,-0.959232,-0.068848
856,5.312977,-15.198472,-9.419848,-0.145997,-0.953617,-0.052979
857,6.778626,-16.793893,-11.030534,-0.145508,-0.950199,-0.060059
858,11.358779,-21.282442,-15.335877,-0.152344,-0.959720,-0.061768
859,11.793892,-22.351145,-17.251909,-0.165528,-0.968021,-0.065674
860,12.450381,-22.992367,-18.305344,-0.171876,-0.976566,-0.052490
861,13.160305,-23.091602,-19.290076,-0.172364,-0.964359,-0.058350
862,13.679389,-22.748090,-19.786259,-0.165528,-0.951420,-0.055908
863,14.709924,-21.244274,-15.633587,-0.145264,-0.944828,-0.049561
864,13.809160,-20.763358,-12.748091,-0.150635,-0.946537,-0.053467
865,13.633588,-20.061070,-10.625955,-0.148682,-0.939457,-0.045166
866,13.709924,-19.572518,-8.923664,-0.147706,-0.950931,-0.047363
867,12.931297,-19.603054,-7.900763,-0.146973,-0.959476,-0.030518
868,11.396947,-20.229007,-8.549618,-0.168214,-0.982670,-0.028320
869,10.938931,-20.137406,-7.557252,-0.173096,-0.974613,-0.024902
870,10.549619,-20.213741,-6.725190,-0.164796,-0.967777,-0.021240
871,10.343511,-19.885496,-6.015267,-0.169190,-0.968265,-0.016113
872,10.251908,-20.114504,-5.381679,-0.171876,-0.980961,-0.022461
873,10.198473,-20.832061,-5.824428,-0.180176,-0.977787,-0.026611
874,10.526717,-21.213741,-6.740458,-0.182618,-0.972416,-0.018799
875,10.648855,-22.007633,-7.374045,-0.168702,-0.968998,-0.007324
876,11.061069,-22.419846,-7.572519,-0.157227,-0.969974,-0.011475
877,11.412213,-23.145038,-7.480916,-0.153321,-0.974857,0.000000
878,10.931297,-25.343511,-8.076336,-0.212891,-0.993412,-0.012940
879,11.175572,-25.076336,-9.770992,-0.223145,-0.997806,-0.020508
880,11.503816,-24.564886,-12.213740,-0.233888,-0.996342,-0.023438
881,12.473283,-24.190839,-13.419847,-0.218751,-0.992191,-0.035889
882,12.259541,-24.167938,-15.763359,-0.219727,-0.982670,-0.028565
883,13.694656,-23.145038,-16.534351,-0.189210,-0.994877,-0.004639
884,13.000000,-23.679390,-16.511449,-0.188721,-1.023441,-0.005127
885,12.519083,-24.061069,-16.763359,-0.198487,-1.036625,0.003418
886,11.351144,-24.419847,-17.549618,-0.196778,-1.035648,-0.000488
887,10.862595,-24.839695,-17.473282,-0.198243,-1.018558,0.002441
888,7.557252,-24.900762,-13.068703,-0.182862,-0.996097,0.000977
889,6.969466,-24.137405,-12.076336,-0.187989,-0.991703,-0.009522
890,6.068702,-23.541983,-11.717557,-0.189454,-0.993900,-0.010254
891,5.885496,-22.274809,-11.419847,-0.209962,-1.005863,-0.014893
892,5.549618,-21.091602,-11.427480,-0.228028,-1.003178,-0.026367
893,2.717557,-13.885496,-11.526717,-0.255128,-1.014408,-0.033447
894,1.969466,-11.496183,-12.022900,-0.255860,-1.009769,-0.035401
895,1.160305,-8.679389,-11.992367,-0.250733,-1.002445,-0.033203
896,0.297710,-6.129771,-9.671755,-0.222901,-0.987552,-0.046387
897,-0.770992,-3.786259,-6.480916,-0.198731,-0.971439,-0.035645
898,-0.931298,-0.145038,0.740458,-0.168214,-0.950199,-0.031983
899,0.015267,-0.236641,-0.175573,-0.162110,-0.942630,-0.026611
900,1.404580,-0.160305,-1.755725,-0.166016,-0.943363,-0.016113
901,2.534351,-0.519084,-4.755725,-0.177735,-0.957523,-0.010254
902,3.923664,-0.694656,-9.610687,-0.170899,-0.968754,-0.007080
903,8.290076,-2.282443,-20.076335,-0.110108,-0.964359,0.030029
904,8.519084,-2.862595,-18.480917,-0.097657,-0.967777,0.031006
905,8.305343,-4.053435,-16.541984,-0.105225,-0.962406,0.026367
906,8.076336,-4.137405,-15.083969,-0.116211,-0.977787,0.031983
907,8.206107,-3.015267,-14.053435,-0.142335,-0.986332,0.039795
908,6.633588,1.916030,-14.854961,-0.174561,-1.021244,0.034424
909,5.641221,3.961832,-12.732824,-0.167969,-1.022221,0.037354
910,4.091603,5.816794,-9.404580,-0.151612,-1.034916,0.048340
911,2.076336,7.358778,-6.137404,-0.143067,-1.040531,0.053467
912,0.068702,8.770992,-2.236641,-0.136963,-1.043949,0.056885
913,-2.091603,9.908397,3.015267,-0.129639,-1.047123,0.057373
914,-6.381680,12.641221,10.656488,-0.115723,-1.033207,0.057862
915,-7.282442,12.374045,9.122137,-0.092286,-0.999515,0.067383
916,-7.954198,11.435115,9.816793,-0.062500,-0.982181,0.069824
917,-8.022901,9.908397,10.954198,-0.057129,-0.971195,0.069580
918,-7.473282,8.114504,11.435115,-0.057617,-0.961429,0.072266
919,-7.175572,6.160306,9.610687,-0.077149,-0.951908,0.062256
920,-4.877862,2.175573,3.564885,-0.107178,-0.933597,0.023926
921,-4.236641,1.961832,2.190840,-0.092286,-0.926273,0.031738
922,-3.465649,1.755725,-0.480916,-0.087891,-0.933353,0.034912
923,-2.160305,1.435115,-3.167939,-0.087647,-0.925296,0.028320
924,-1.305343,1.152672,-5.854962,-0.084473,-0.936527,0.028076
925,-0.595420,1.480916,-8.328244,-0.084717,-0.945804,0.026611
926,0.061069,4.488550,-9.977099,-0.126954,-1.000980,0.008789
927,-0.618321,6.229008,-9.160305,-0.121338,-0.994633,0.016113
928,-1.145038,7.969466,-6.664122,-0.124024,-0.986088,0.026856
929,-1.534351,10.091603,-3.938931,-0.120606,-0.992435,0.027344
930,-1.740458,11.923663,-0.809160,-0.116456,-0.990970,0.037354
931,-2.206107,13.206107,2.488550,-0.118653,-0.995121,0.036621
932,-6.427481,17.335879,9.068702,-0.126709,-1.031986,0.038574
933,-8.259541,18.213741,11.938932,-0.116700,-1.024662,0.040283
934,-9.106870,18.557250,14.244275,-0.102784,-1.012455,0.037110
935,-10.183207,18.725191,16.167939,-0.107666,-1.003422,0.035401
936,-10.832061,18.664122,17.045801,-0.109620,-0.998539,0.030762
937,-11.053435,17.312977,13.320610,-0.116944,-0.965091,0.019775
938,-10.633588,16.534351,10.870229,-0.124268,-0.963383,0.014648
939,-10.091603,15.877862,8.908396,-0.113770,-0.955570,0.017578
940,-9.557251,15.145038,6.908396,-0.121338,-0.959965,0.011475
941,-9.244275,14.442747,4.641222,-0.123291,-0.961429,0.022461
942,-6.946564,13.297709,2.633588,-0.131348,-0.964115,0.010986
943,-6.419848,13.068703,1.503817,-0.146485,-0.978031,0.010742
944,-5.595420,13.297709,-1.847328,-0.168702,-1.004642,0.013672
945,-5.083969,13.419847,-5.305343,-0.173340,-1.021244,0.025635
946,-4.374046,14.007633,-7.000000,-0.166016,-1.021244,0.034180
947,-4.687023,14.717557,-6.206107,-0.154053,-1.030766,0.024170
948,-10.183207,14.641221,4.122137,-0.114747,-1.026615,0.026611
949,-11.557252,14.381679,4.282442,-0.106690,-1.024418,0.029541
950,-12.236641,14.427480,5.236642,-0.107178,-1.013676,0.023682
951,-12.900763,13.900763,6.458016,-0.107666,-1.008305,0.014404
952,-13.190839,14.076336,7.687023,-0.113526,-1.000004,-0.003174
953,-14.335877,13.358778,11.328244,-0.136719,-0.948490,-0.028320
954,-13.610687,13.251908,11.618320,-0.143799,-0.933353,-0.031006
955,-12.427480,13.557252,10.236641,-0.154297,-0.920414,-0.037354
956,-10.931297,13.809160,8.282443,-0.143067,-0.920414,-0.014160
957,-8.938931,13.618320,7.137404,-0.149415,-0.920658,-0.016357
958,-5.511450,13.297709,3.671756,-0.150147,-0.971927,-0.011475
959,-4.221374,13.419847,1.312977,-0.166016,-0.976810,-0.018555
960,-3.366412,14.061069,0.045802,-0.158692,-0.990482,-0.016113
961,-3.038168,14.717557,-1.000000,-0.163087,-0.988529,-0.020508
962,-2.656489,15.763359,-1.931298,-0.163087,-0.990482,-0.016846
963,-3.847328,18.480917,2.274809,-0.137208,-0.984623,-0.036865
964,-4.053435,18.816794,3.809160,-0.129395,-0.986576,-0.036133
965,-4.541984,18.946566,4.038168,-0.133301,-0.979984,-0.022949
966,-4.374046,18.877862,3.351145,-0.129883,-0.987064,-0.031006
967,-4.847328,18.320609,3.229008,-0.124268,-0.988041,-0.047363
968,-7.458015,16.877863,6.000000,-0.147706,-0.979740,-0.029053
969,-7.465649,16.358778,4.244274,-0.150635,-0.992679,-0.021973
970,-7.061068,15.824428,2.664122,-0.155030,-0.991703,-0.025391
971,-7.114504,15.282442,1.290076,-0.147461,-0.993412,-0.019043
972,-7.465649,14.549619,0.625954,-0.126709,-0.981693,-0.015381
973,-8.167939,10.870229,1.633588,-0.109620,-0.978519,-0.021240
974,-8.213740,10.160305,2.778626,-0.128663,-0.962162,-0.019775
975,-7.885496,10.083969,1.824427,-0.133057,-0.932132,-0.035401
976,-6.908396,9.687023,2.038168,-0.117920,-0.931156,-0.024170
977,-5.557252,9.183206,2.732824,-0.112061,-0.929691,-0.031738
978,-4.465649,8.526717,3.656489,-0.101807,-0.923832,-0.023193
979,-1.862595,3.763359,4.106870,-0.111573,-0.969242,-0.016113
980,-1.290076,2.778626,2.908397,-0.128174,-0.978763,-0.022217
981,-1.374046,1.923664,1.916030,-0.156006,-0.989017,-0.032959
982,-1.152672,0.992366,1.610687,-0.149659,-0.981937,-0.020752
983,-1.328244,0.763359,3.007634,-0.153809,-0.983402,-0.024902
984,-1.343511,0.954198,4.664122,-0.164307,-0.982670,-0.016113
985,-0.832061,2.122137,4.267176,-0.194825,-1.024906,-0.010742
986,-1.053435,2.740458,3.305344,-0.192384,-1.023197,-0.014648
987,-1.496183,3.496183,3.625954,-0.185792,-1.020268,-0.022705
988,-2.312977,4.030534,5.335878,-0.161378,-1.010258,-0.012207
989,-3.007634,4.083969,7.969466,-0.147461,-0.998783,-0.017334
990,-3.427481,3.916030,10.213740,-0.145264,-0.988773,-0.014648
991,-2.519084,0.435115,12.587787,-0.121827,-0.964115,-0.008301
992,-1.679389,-0.916030,11.274808,-0.140137,-0.964847,-0.012451
993,-0.885496,-1.679389,9.755725,-0.147217,-0.971195,-0.022949
994,-0.427481,-2.312977,8.068702,-0.162598,-0.980717,-0.023438
995,-0.076336,-2.786260,6.167939,-0.166016,-0.985355,-0.005371
996,-2.702290,-1.641221,0.687023,-0.187745,-0.994388,-0.002441
997,-3.641221,-0.610687,0.770992,-0.188233,-0.999515,-0.009766
998,-4.083969,0.106870,1.816794,-0.185548,-1.004642,-0.027344
999,-4.564886,0.717557,3.312977,-0.187012,-1.001469,-0.015137
1000,-4.984733,1.816794,4.809160,-0.199219,-1.001957,-0.034424
1001,-5.198474,2.977099,4.801526,-0.197266,-0.986332,-0.030274
1002,-3.755725,4.465649,4.160305,-0.163575,-0.981205,-0.011963
1003,-3.312977,4.297710,3.290076,-0.162842,-0.992679,0.000977
1004,-3.312977,3.221374,3.022901,-0.153809,-1.022465,0.003662
1005,-3.870229,1.900763,1.885496,-0.143555,-1.041019,0.016602
1006,-4.473282,0.412214,1.007634,-0.132325,-1.052250,0.022217
1007,-5.526718,-1.717557,0.190840,-0.137208,-1.055668,0.022217
1008,-7.290076,-7.381679,0.587786,-0.128663,-1.030521,0.015625
1009,-7.175572,-8.419847,0.343511,-0.135010,-1.013676,0.023193
1010,-7.221374,-9.396947,-0.572519,-0.138917,-1.007816,0.001953
1011,-7.442748,-9.786259,-0.854962,-0.157960,-1.014164,-0.010986
1012,-7.198474,-10.610687,-1.198473,-0.172608,-1.004398,-0.017090
1013,-7.122137,-10.603053,-4.511450,-0.198243,-0.984623,-0.027344
1014,-6.854962,-9.748091,-5.557252,-0.203614,-0.975101,-0.033203
1015,-6.488549,-8.519084,-6.274809,-0.200684,-0.969974,-0.034424
1016,-5.862595,-7.167939,-5.900763,-0.206055,-0.969974,-0.035645
1017,-5.167939,-5.908397,-5.969466,-0.204591,-0.955814,-0.035645
1018,-1.717557,-1.015267,-3.221374,-0.185303,-0.958500,-0.033203
1019,-0.946565,0.244275,-3.099237,-0.193360,-0.968021,-0.029053
1020,-0.251908,1.641221,-3.000000,-0.194337,-0.968265,-0.034180
1021,0.274809,3.030534,-3.106870,-0.191651,-0.971439,-0.038574
1022,0.412214,4.244274,-2.404580,-0.182130,-0.983646,-0.035645
1023,-1.015267,6.404580,5.030534,-0.156495,-0.974613,-0.035156
1024,-0.938931,6.572519,5.511450,-0.160889,-0.972904,-0.050049
1025,-0.290076,6.656488,5.259542,-0.156495,-0.964359,-0.036865
1026,0.244275,6.633588,4.580152,-0.143067,-0.954593,-0.037598
1027,0.603053,6.068702,3.374046,-0.143067,-0.966556,-0.033203
1028,0.557252,5.099236,2.442748,-0.134522,-0.972416,-0.029785
1029,1.564885,-0.519084,0.694656,-0.136475,-0.981449,-0.015625
1030,2.511450,-1.274809,-2.007634,-0.135499,-0.989750,-0.013428
1031,3.648855,-2.122137,-5.160305,-0.138917,-0.990970,-0.016357
1032,4.564886,-2.213740,-7.664122,-0.143311,-0.978031,-0.013672
1033,5.480916,-2.343511,-9.305344,-0.157715,-0.967533,-0.011963
1034,5.870229,-1.175572,-8.839695,-0.171143,-0.998539,-0.017090
1035,5.167939,-0.068702,-8.076336,-0.171387,-0.993900,-0.027588
1036,3.954198,0.564886,-6.129771,-0.166016,-0.992191,-0.020264
1037,3.312977,1.572519,-3.244275,-0.163087,-0.990970,-0.004883
1038,2.534351,2.801527,-0.809160,-0.157227,-0.987797,-0.034668
1039,0.297710,6.809160,5.198474,-0.166505,-0.986088,-0.037354
1040,0.099237,7.778626,8.641221,-0.158936,-1.001224,-0.025879
1041,-0.625954,8.114504,10.595420,-0.164551,-0.984134,-0.029297
1042,-1.534351,8.595420,9.473283,-0.151368,-0.971439,-0.036865
1043,-1.625954,8.824428,8.419847,-0.141846,-0.972660,-0.027344
1044,-1.656489,8.427481,8.389313,-0.132813,-0.982181,-0.030274
1045,-1.679389,7.442748,2.076336,-0.156006,-0.971195,-0.034180
1046,-1.755725,6.648854,1.595420,-0.152100,-0.980228,-0.031738
1047,-1.931298,6.374046,1.541985,-0.149170,-0.971683,-0.035401
1048,-2.198473,5.984733,1.175572,-0.146241,-0.968509,-0.033447
1049,-2.122137,5.664122,-0.465649,-0.154786,-0.967045,-0.030029
1050,-0.679389,3.732824,-4.404580,-0.120362,-0.981205,-0.034912
1051,-0.877863,3.167939,-4.427481,-0.130860,-0.975834,-0.040527
1052,-0.832061,2.549618,-4.061069,-0.128907,-0.985355,-0.035889
1053,-1.297710,1.916030,-3.572519,-0.130616,-0.999760,-0.034668
1054,-1.167939,1.954198,-3.503817,-0.143799,-1.007816,-0.018066
1055,-3.916030,0.442748,1.282443,-0.138428,-1.016117,-0.023926
1056,-4.862596,0.435115,3.221374,-0.143067,-1.006596,-0.025879
1057,-5.030534,0.076336,4.938932,-0.141358,-1.000004,-0.025147
1058,-5.236642,-0.450382,5.702290,-0.142823,-0.985355,-0.033692
1059,-4.862596,-0.984733,5.412214,-0.149903,-0.978519,-0.043213
1060,-0.625954,0.045802,1.748092,-0.173829,-0.946048,-0.057617
1061,0.076336,0.328244,3.267176,-0.177735,-0.940921,-0.047119
1062,-0.129771,0.374046,3.625954,-0.170899,-0.942142,-0.051026
1063,0.435115,0.717557,3.076336,-0.170899,-0.945316,-0.053467
1064,1.236641,1.274809,0.450382,-0.186280,-0.953129,-0.046875
1065,2.526718,1.809160,-1.687023,-0.181885,-0.964359,-0.045410
1066,3.595420,4.770992,0.244275,-0.178467,-0.968998,-0.043213
1067,3.877862,5.641221,1.435115,-0.174805,-0.966068,-0.046387
1068,4.221374,6.259542,1.885496,-0.173340,-0.982181,-0.033936
1069,4.923664,6.503817,1.435115,-0.183106,-0.988285,-0.035889
1070,5.687022,6.870229,-0.221374,-0.183839,-0.998051,-0.018555
1071,6.198473,7.206106,-2.114504,-0.180909,-1.000980,-0.030274
1072,5.358779,5.984733,-3.992366,-0.144288,-1.019291,-0.008301
1073,4.603054,4.977099,-2.725191,-0.135499,-1.017582,-0.017334
1074,3.541985,3.832061,-2.061069,-0.131592,-1.012455,-0.009277
1075,2.664122,3.007634,-1.778626,-0.133301,-1.001957,-0.006836
1076,2.328244,2.458015,-1.511450,-0.136963,-1.000492,-0.018066
1077,1.213740,0.206107,3.458015,-0.162598,-0.977054,-0.022217
1078,1.908397,0.206107,1.755725,-0.177491,-0.980961,-0.033936
1079,3.152672,0.725191,-0.030534,-0.185792,-0.978763,-0.026856
1080,3.664122,1.381679,-1.213740,-0.193116,-0.983402,-0.033203
1081,4.335878,2.091603,-0.755725,-0.182374,-0.982914,-0.028565
1082,4.778626,2.862595,0.465649,-0.193360,-0.973392,-0.025635
1083,4.015267,5.549618,0.045802,-0.172608,-1.000248,-0.022461
1084,3.778626,6.000000,-0.992366,-0.158936,-1.001469,-0.007080
1085,3.396947,6.305344,-0.587786,-0.150635,-1.013187,-0.016357
1086,2.770992,6.419848,1.114504,-0.137452,-1.015873,-0.009277
1087,1.648855,5.946565,3.152672,-0.135254,-1.026127,-0.012451
1088,0.557252,5.664122,4.190840,-0.148438,-1.034672,0.002930
1089,-0.748092,4.564886,3.358779,-0.154786,-0.997806,-0.007080
1090,-0.450382,4.030534,2.297710,-0.160157,-0.991215,-0.009277
1091,0.145038,4.435114,1.335878,-0.158204,-0.984134,-0.013916
1092,0.832061,4.190840,-0.022901,-0.152833,-0.975101,-0.015625
1093,1.885496,4.114504,-1.206107,-0.154542,-0.960941,-0.025391
1094,2.312977,3.717557,-2.641221,-0.158204,-0.967289,-0.019043
1095,3.816794,4.045801,-6.755725,-0.180909,-0.974125,-0.031738
1096,3.618321,4.419847,-5.870229,-0.167237,-0.978519,-0.018066
1097,3.099237,4.839694,-4.259542,-0.148926,-0.966556,-0.025391
1098,3.274809,5.175572,-2.786260,-0.162598,-0.973636,-0.016113
1099,2.793893,5.534351,-1.816794,-0.157715,-0.979496,-0.022217
1100,1.587786,6.839695,0.694656,-0.163819,-0.995365,-0.006836
1101,0.793893,7.297710,2.351145,-0.164796,-0.985599,-0.012451
1102,0.748092,7.496183,3.145038,-0.166505,-0.986088,-0.013184
1103,0.763359,7.931298,3.732824,-0.155518,-0.979740,-0.002441
1104,1.229008,8.022901,4.129771,-0.147950,-0.975101,0.008789
1105,1.206107,7.923664,3.847328,-0.156495,-0.977543,0.001465
1106,0.312977,6.488549,2.526718,-0.156983,-1.007084,0.007324
1107,-0.343511,6.290076,1.580153,-0.165528,-1.005619,0.015381
1108,-0.572519,6.625954,0.854962,-0.177003,-1.002445,0.020264
1109,-0.236641,6.549618,0.038168,-0.166749,-0.997318,0.009033
1110,-0.076336,6.832061,-0.572519,-0.159424,-0.986820,0.010254
1111,0.419847,6.778626,-0.954198,-0.150391,-0.982670,-0.010742
1112,-0.374046,6.343512,-1.068702,-0.142823,-0.978031,-0.027832
1113,-0.587786,6.030534,-0.328244,-0.135254,-0.978763,-0.014893
1114,-1.022901,5.847328,0.969466,-0.137940,-0.969974,-0.020020
1115,-1.328244,5.748092,2.488550,-0.136231,-0.968265,-0.020508
1116,-1.030534,5.755725,3.160305,-0.142090,-0.961918,-0.024902
1117,-0.007634,4.938932,4.206106,-0.123047,-0.979008,-0.003906
1118,-0.076336,3.961832,4.358778,-0.116456,-0.984379,-0.004150
1119,-0.427481,3.740458,4.030534,-0.135987,-0.980228,-0.006104
1120,-0.274809,3.587786,3.557252,-0.144776,-0.993656,-0.001953
1121,-0.610687,3.259542,4.038168,-0.146729,-0.982426,-0.007813
1122,-1.221374,3.725191,7.511450,-0.153809,-0.979984,-0.008301
1123,-1.122137,3.778626,7.702290,-0.154053,-0.979984,-0.028320
1124,-1.000000,4.099237,8.396947,-0.159180,-0.979252,-0.030274
1125,-0.801527,3.748091,8.847328,-0.178467,-0.971439,-0.035889
1126,-0.221374,4.236641,8.244275,-0.187257,-0.960941,-0.050781
1127,2.083969,5.503816,2.496183,-0.136231,-0.960209,-0.025391
1128,2.595420,4.687023,2.137405,-0.136475,-0.969974,-0.026123
1129,2.687023,4.145038,1.145038,-0.138184,-0.973636,-0.025635
1130,2.778626,3.755725,0.374046,-0.138917,-0.979740,-0.022461
1131,2.702290,3.099237,-0.129771,-0.148926,-0.978519,-0.002197
1132,2.580153,2.725191,-1.206107,-0.148438,-0.983646,-0.007080
1133,2.389313,3.625954,-1.496183,-0.176026,-0.990482,-0.007568
1134,2.709924,3.473282,-1.885496,-0.166749,-0.989017,-0.006836
1135,2.740458,3.786259,-2.122137,-0.158204,-0.991459,-0.010254
1136,2.801527,3.419847,-2.458015,-0.157471,-0.992924,0.001709
1137,2.877863,3.198473,-2.435115,-0.151368,-0.993168,0.003174
1138,2.908397,3.137405,-2.328244,-0.145264,-0.991947,0.005859
1139,0.519084,1.404580,-1.625954,-0.159913,-1.012211,-0.009522
